[00:37:43]	Řõšš has connected.
[21:20:30]	Test Test entered observer.
[21:20:33]	ЛЕКАРЬ has spawned 'models/props/de_inferno/bench_wood.mdl'.
[21:20:34]	Test Test exited observer at their location.
[21:20:35]	Test Test entered observer.
[21:20:36]	Test Test exited observer at their location.
[21:20:40]	Test Test entered observer.
[21:20:41]	[OOC] Мария Волкова: какие блять сартиры, убирай их нахер
[21:20:43]	Test Test exited observer at their location.
[21:20:59]	ЛЕКАРЬ exited observer at their location.
[21:21:00]	ЛЕКАРЬ entered observer.
[21:21:04]	Test Test has spawned 'models/hunter/plates/plate3x7.mdl'.
[21:21:14]	[OOC] Мария Волкова: Переулки, магазины
[21:21:30]	[OOC] Test Test: То, что людям не нравится играть то, как они моются, срут и ссут еще не значит, что их персонажи этого не делают.
[21:21:36]	ЛЕКАРЬ exited observer at their location.
[21:21:36]	ЛЕКАРЬ entered observer.
[21:21:37]	ЛЕКАРЬ exited observer at their location.
[21:21:37]	ЛЕКАРЬ entered observer.
[21:21:43]	ЛЕКАРЬ exited observer at their location.
[21:21:49]	Test Test entered observer.
[21:21:50]	Test Test exited observer at their location.
[21:21:52]	Test Test entered observer.
[21:21:52]	Test Test exited observer at their location.
[21:21:58]	Test Test has spawned 'models/props/morercjprops/sign_04.mdl'.
[21:21:59]	ЛЕКАРЬ entered observer.
[21:22:04]	Test Test entered observer.
[21:22:08]	Test Test exited observer at their location.
[21:22:11]	Test Test has spawned 'models/props/morercjprops/sign_04.mdl'.
[21:22:13]	ЛЕКАРЬ has spawned 'models/props/de_inferno/bench_concrete.mdl'.
[21:22:16]	Test Test entered observer.
[21:22:23]	Test Test exited observer at their location.
[21:22:23]	Test Test entered observer.
[21:22:24]	Test Test exited observer at their location.
[21:22:24]	Test Test entered observer.
[21:22:28]	Мария Волкова exited observer at their location.
[21:22:30]	Test Test exited observer at their location.
[21:22:32]	Test Test entered observer.
[21:22:35]	Test Test exited observer at their location.
[21:22:37]	Мария Волкова entered observer.
[21:22:48]	Test Test entered observer.
[21:22:51]	Test Test has spawned 'models/props_machinery/pump_001.mdl'.
[21:22:57]	Test Test exited observer at their location.
[21:22:57]	Test Test entered observer.
[21:22:58]	[OOC] Мария Волкова: Хватит скамеек, в гетто не ставь
[21:23:11]	[OOC] Test Test: Гетто моя территория. Я сам его застрою.
[21:23:14]	Test Test exited observer at their location.
[21:23:16]	Test Test entered observer.
[21:23:16]	Test Test has spawned 'models/props_pipes/metal_pipe_001_straight_32.mdl'.
[21:23:18]	Test Test has spawned 'models/props_pipes/metal_pipe_001_straight_16.mdl'.
[21:23:20]	Test Test has spawned 'models/props_pipes/metal_pipe_002_straight_128_broken.mdl'.
[21:23:44]	[OOC] Мария Волкова: ???
[21:24:04]	Test Test exited observer at their location.
[21:24:04]	Test Test entered observer.
[21:24:05]	Test Test exited observer at their location.
[21:24:05]	Test Test entered observer.
[21:24:27]	[OOC] Test Test: Увижу, что в мой бар "под барной стойкой" поставили телекран, то буду бить ногами, спасибо.
[21:24:29]	Test Test exited observer at their location.
[21:24:30]	Test Test entered observer.
[21:24:30]	Test Test exited observer at their location.
[21:24:31]	Test Test entered observer.
[21:24:31]	Test Test exited observer at their location.
[21:24:31]	Test Test entered observer.
[21:24:32]	Test Test exited observer at their location.
[21:24:33]	Test Test entered observer.
[21:24:34]	Test Test exited observer at their location.
[21:24:34]	Test Test entered observer.
[21:24:35]	Test Test exited observer at their location.
[21:24:35]	Test Test entered observer.
[21:24:36]	Test Test exited observer at their location.
[21:24:36]	Test Test entered observer.
[21:24:38]	Test Test exited observer at their location.
[21:24:38]	Test Test entered observer.
[21:24:41]	Test Test exited observer at their location.
[21:24:41]	Test Test entered observer.
[21:24:42]	Test Test exited observer at their location.
[21:24:43]	Test Test entered observer.
[21:24:43]	Test Test exited observer at their location.
[21:24:44]	Test Test entered observer.
[21:24:44]	Test Test exited observer at their location.
[21:24:45]	Test Test entered observer.
[21:24:46]	Test Test exited observer at their location.
[21:24:46]	Test Test entered observer.
[21:24:47]	Test Test exited observer at their location.
[21:24:48]	Test Test entered observer.
[21:24:51]	[OOC] Мария Волкова: Мы с тобой это уже решили
[21:24:54]	Test Test exited observer at their location.
[21:24:54]	Test Test entered observer.
[21:24:55]	Test Test exited observer at their location.
[21:24:55]	Test Test entered observer.
[21:24:57]	Test Test exited observer at their location.
[21:24:58]	[OOC] ЛЕКАРЬ: Ок, поставлю туда портет Вуки
[21:24:58]	Test Test entered observer.
[21:24:59]	Test Test exited observer at their location.
[21:24:59]	Test Test entered observer.
[21:24:59]	Test Test exited observer at their location.
[21:25:00]	Test Test entered observer.
[21:25:15]	Мария Волкова has spawned 'models/hunter/blocks/cube2x3x025.mdl'.
[21:25:17]	[OOC] Test Test: Лекарь, ты дикий или охуевший?
[21:25:20]	Test Test exited observer at their location.
[21:25:21]	Test Test entered observer.
[21:25:21]	Test Test exited observer at their location.
[21:25:22]	Test Test entered observer.
[21:25:22]	Test Test exited observer at their location.
[21:25:23]	Test Test entered observer.
[21:25:23]	Test Test exited observer at their location.
[21:25:24]	Test Test entered observer.
[21:25:46]	Test Test has spawned 'models/props_pipes/metal_pipe_002_straight_128_broken.mdl'.
[21:25:59]	Test Test has spawned 'models/props_pipes/metal_pipe_002_straight_128_broken.mdl'.
[21:26:03]	Test Test has spawned 'models/props_pipes/metal_pipe_002_straight_128b.mdl'.
[21:27:04]	Test Test has spawned 'models/props_pipes/metal_pipe_002_straight_128b.mdl'.
[21:27:05]	Test Test has spawned 'models/props_pipes/metal_pipe_002_straight_128b.mdl'.
[21:27:11]	Test Test exited observer at their location.
[21:27:13]	Test Test entered observer.
[21:27:14]	Test Test exited observer at their location.
[21:27:14]	Test Test entered observer.
[21:27:16]	Test Test exited observer at their location.
[21:27:18]	Test Test entered observer.
[21:27:19]	Test Test has spawned 'models/props_pipes/metal_pipe_002_straight_128_broken.mdl'.
[21:27:30]	Test Test has spawned 'models/props_pipes/metal_pipe_002_straight_128b.mdl'.
[21:27:40]	Мария Волкова has spawned 'models/props_office/urinal_001.mdl'.
[21:27:55]	Test Test exited observer at their location.
[21:28:01]	Test Test has spawned 'models/props_pipes/metal_pipe_002_turn_45.mdl'.
[21:28:04]	Test Test entered observer.
[21:28:10]	Test Test exited observer at their location.
[21:28:12]	Мария Волкова has spawned 'models/props_office/urinal_001.mdl'.
[21:28:14]	Test Test has spawned 'models/props_pipes/metal_pipe_002_straight_128b.mdl'.
[21:28:17]	Test Test entered observer.
[21:28:26]	Мария Волкова exited observer at their location.
[21:28:49]	Мария Волкова entered observer.
[21:28:53]	Test Test exited observer at their location.
[21:28:55]	Test Test entered observer.
[21:28:55]	Test Test exited observer at their location.
[21:28:56]	Test Test entered observer.
[21:28:58]	Test Test has spawned 'models/props_machinery/pump_002.mdl'.
[21:29:03]	Мария Волкова has spawned 'models/props_office/urinal_001.mdl'.
[21:29:08]	ЛЕКАРЬ exited observer at their location.
[21:29:14]	Test Test has spawned 'models/props_machinery/pump_002.mdl'.
[21:29:16]	Мария Волкова has spawned 'models/props_office/urinal_001.mdl'.
[21:29:39]	Test Test has spawned 'models/props_machinery/pump_002.mdl'.
[21:29:52]	Test Test exited observer at their location.
[21:29:53]	Test Test entered observer.
[21:30:22]	Test Test exited observer at their location.
[21:30:22]	Test Test entered observer.
[21:30:27]	Мария Волкова exited observer at their location.
[21:30:30]	Мария Волкова entered observer.
[21:30:42]	Test Test exited observer at their location.
[21:30:52]	ЛЕКАРЬ has spawned 'models/props_office/waterdispencer.mdl'.
[21:30:52]	Test Test has spawned 'models/hunter/plates/plate4x8.mdl'.
[21:30:53]	Мария Волкова exited observer at their location.
[21:30:58]	Test Test entered observer.
[21:31:03]	ЛЕКАРЬ has spawned 'models/props_office/waterdispencer.mdl'.
[21:31:04]	Test Test exited observer at their location.
[21:31:07]	ЛЕКАРЬ has spawned 'models/props_office/pictureframe04.mdl'.
[21:31:09]	Мария Волкова entered observer.
[21:31:14]	Test Test entered observer.
[21:31:15]	Test Test exited observer at their location.
[21:31:16]	Test Test entered observer.
[21:31:18]	Test Test exited observer at their location.
[21:31:19]	Test Test entered observer.
[21:31:22]	Test Test exited observer at their location.
[21:31:24]	ЛЕКАРЬ has spawned 'models/props_office/metalbin01.mdl'.
[21:31:28]	Test Test entered observer.
[21:31:30]	Test Test exited observer at their location.
[21:31:31]	Test Test entered observer.
[21:31:32]	Test Test exited observer at their location.
[21:31:32]	Test Test entered observer.
[21:31:33]	Test Test exited observer at their location.
[21:31:33]	Test Test entered observer.
[21:31:36]	Test Test exited observer at their location.
[21:31:36]	Мария Волкова has spawned 'models/mark2580/gtav/mp_office_03c/warehouse_crates/narc_bc.mdl'.
[21:31:36]	Test Test entered observer.
[21:31:37]	Test Test exited observer at their location.
[21:31:37]	Test Test entered observer.
[21:31:39]	ЛЕКАРЬ entered observer.
[21:31:40]	Мария Волкова has spawned 'models/mark2580/gtav/mp_office_03c/warehouse_crates/pharma_bc.mdl'.
[21:31:40]	Test Test exited observer at their location.
[21:31:40]	Test Test entered observer.
[21:31:42]	Мария Волкова has spawned 'models/mark2580/gtav/mp_office_03c/warehouse_crates/tob_bc.mdl'.
[21:31:52]	Мария Волкова has spawned 'models/mark2580/gtav/mp_office_03c/warehouse_crates/closed_bc.mdl'.
[21:31:53]	Test Test exited observer at their location.
[21:31:54]	ЛЕКАРЬ exited observer at their location.
[21:32:00]	[OOC] ЛЕКАРЬ: У меня одного беды с деревьями?
[21:32:02]	ЛЕКАРЬ entered observer.
[21:32:07]	ЛЕКАРЬ exited observer at their location.
[21:32:09]	ЛЕКАРЬ entered observer.
[21:32:10]	[OOC] Test Test: Нам скинули, как это фиксить.
[21:32:10]	ЛЕКАРЬ exited observer at their location.
[21:32:14]	ЛЕКАРЬ entered observer.
[21:32:16]	ЛЕКАРЬ exited observer at their location.
[21:32:16]	Test Test has spawned 'models/props/morercjprops/sign_07.mdl'.
[21:32:20]	Мария Волкова has spawned 'models/mark2580/gtav/garage_stuff/carrack.mdl'.
[21:32:25]	Мария Волкова has spawned 'models/mark2580/gtav/garage_stuff/wood_shelf_01.mdl'.
[21:32:30]	[OOC] Test Test: Это пофиксят позднее.
[21:32:39]	Test Test entered observer.
[21:32:53]	ЛЕКАРЬ entered observer.
[21:32:55]	ЛЕКАРЬ exited observer at their location.
[21:32:57]	Мария Волкова has spawned 'models/props_office/cardboard_box_009.mdl'.
[21:33:08]	Мария Волкова has spawned 'models/props_office/c1a2c_foodcrate_02.mdl'.
[21:33:14]	Мария Волкова has spawned 'models/props_office/c1a2c_foodcrate_01.mdl'.
[21:33:55]	Test Test exited observer at their location.
[21:33:56]	Test Test entered observer.
[21:33:56]	Test Test exited observer at their location.
[21:33:58]	Test Test entered observer.
[21:34:01]	Test Test exited observer at their location.
[21:34:01]	ЛЕКАРЬ (STEAM_0:1:73443421) has disconnected.
[21:34:02]	Мария Волкова has spawned 'models/props_office/desk_002.mdl'.
[21:34:07]	Test Test entered observer.
[21:34:28]	Test Test exited observer at their location.
[21:34:28]	Test Test entered observer.
[21:34:28]	Мария Волкова has spawned 'models/union/props/terminal.mdl'.
[21:34:29]	Test Test exited observer at their location.
[21:34:29]	Test Test entered observer.
[21:34:30]	Test Test exited observer at their location.
[21:34:30]	Test Test entered observer.
[21:34:32]	Test Test exited observer at their location.
[21:34:32]	Test Test entered observer.
[21:34:33]	Test Test exited observer at their location.
[21:34:33]	Test Test entered observer.
[21:34:37]	Test Test exited observer at their location.
[21:34:38]	Test Test entered observer.
[21:34:41]	Test Test exited observer at their location.
[21:34:41]	Test Test entered observer.
[21:34:48]	Test Test exited observer at their location.
[21:34:48]	Test Test entered observer.
[21:34:49]	Test Test exited observer at their location.
[21:34:49]	Test Test entered observer.
[21:34:59]	Test Test exited observer at their location.
[21:34:59]	Test Test entered observer.
[21:35:00]	Test Test exited observer at their location.
